HB030_old,HB030
405967,40596700
405970,40597000
405975,40597500
405976,40597600
405981,40598100
405982,40598200
405984,40598400
405985,40598500
405986,40598600
405987,40598700
405989,40598900
405991,40599100
405994,40599400
405995,40599500
405996,40599600
405997,40599700
406000,40600000
406002,40600200
406006,40600600
406012,40601200
406013,40601300
406014,40601400
406016,40601600
406020,40602000
406021,40602100
406028,40602800
406030,40603000
406031,40603100
406032,40603200
406034,40603400
406036,40603600
406037,40603700
406038,40603800
406039,40603900
406040,40604000
406042,40604200
406045,40604500
406046,40604600
406049,40604900
406050,40605000
406051,40605100
406052,40605200
406053,40605300
406055,40605500
406056,40605600
406057,40605700
406058,40605800
406059,40605900
406063,40606300
406064,40606400
406065,40606500
406066,40606600
406067,40606700
406068,40606800
406069,40606900
406071,40607100
406072,40607200
406074,40607400
406075,40607500
406076,40607600
406077,40607700
406079,40607900
406080,40608000
406081,40608100
406082,40608200
406084,40608400
406087,40608700
406088,40608800
406089,40608900
406090,40609000
406092,40609200
406093,40609300
406094,40609400
406096,40609600
406097,40609700
406099,40609900
406100,40610000
406102,40610200
406104,40610400
406105,40610500
406108,40610800
406110,40611000
406111,40611100
406112,40611200
406114,40611400
406115,40611500
406116,40611600
406118,40611800
406119,40611900
406121,40612100
406122,40612200
406123,40612300
406124,40612400
406125,40612500
406126,40612600
406127,40612700
406128,40612800
406129,40612900
406131,40613100
406132,40613200
406134,40613400
406135,40613500
406136,40613600
406137,40613700
406139,40613900
406140,40614000
406141,40614100
406142,40614200
406143,40614300
406144,40614400
406147,40614700
406150,40615000
406151,40615100
406152,40615200
406154,40615400
406156,40615600
406157,40615700
406158,40615800
406161,40616100
406164,40616400
406165,40616500
406166,40616600
406167,40616700
406168,40616800
406169,40616900
406170,40617000
406172,40617200
406173,40617300
406174,40617400
406179,40617900
406184,40618400
406185,40618500
406186,40618600
406187,40618700
406188,40618800
406189,40618900
406190,40619000
406193,40619300
406194,40619400
406196,40619600
406198,40619800
406200,40620000
406201,40620100
406204,40620400
406205,40620500
406207,40620700
406208,40620800
406209,40620900
406212,40621200
406213,40621300
406217,40621700
406219,40621900
406220,40622000
406221,40622100
406223,40622300
406224,40622400
406226,40622600
406227,40622700
406231,40623100
406233,40623300
406234,40623400
406235,40623500
406236,40623600
406237,40623700
406238,40623800
406239,40623900
406240,40624000
406241,40624100
406242,40624200
406243,40624300
406244,40624400
406246,40624600
406247,40624700
406248,40624800
406249,40624900
406251,40625100
406252,40625200
406253,40625300
406255,40625500
406258,40625800
406260,40626000
406261,40626100
406262,40626200
406263,40626300
406265,40626500
406266,40626600
406267,40626700
406268,40626800
406269,40626900
406270,40627000
406271,40627100
406272,40627200
406273,40627300
406274,40627400
406275,40627500
406276,40627600
406279,40627900
406280,40628000
406281,40628100
406283,40628300
406284,40628400
406288,40628800
406290,40629000
406291,40629100
406292,40629200
406294,40629400
406296,40629600
406297,40629700
406301,40630100
406302,40630200
406303,40630300
406305,40630500
406306,40630600
406309,40630900
406312,40631200
406313,40631300
406314,40631400
406315,40631500
406317,40631700
406318,40631800
406319,40631900
406320,40632000
406321,40632100
406322,40632200
406324,40632400
406326,40632600
406329,40632900
406332,40633200
406334,40633400
406338,40633800
406339,40633900
406340,40634000
406341,40634100
406343,40634300
406344,40634400
406346,40634600
406348,40634800
406349,40634900
406350,40635000
406351,40635100
406353,40635300
406354,40635400
406355,40635500
406357,40635700
406359,40635900
406361,40636100
406365,40636500
406366,40636600
406369,40636900
406370,40637000
406372,40637200
406373,40637300
406376,40637600
406378,40637800
406379,40637900
406381,40638100
406383,40638300
406386,40638600
406387,40638700
406390,40639000
406391,40639100
406392,40639200
406394,40639400
406395,40639500
406397,40639700
406398,40639800
406399,40639900
406400,40640000
406401,40640100
406402,40640200
406404,40640400
406405,40640500
406406,40640600
406408,40640800
406411,40641100
406413,40641300
406417,40641700
406418,40641800
406421,40642100
406422,40642200
406423,40642300
406424,40642400
406425,40642500
406428,40642800
406430,40643000
406432,40643200
406434,40643400
406435,40643500
406437,40643700
406438,40643800
415442,41544200
415729,41572900
200033,20003300
200102,20010200
200132,20013200
200151,20015100
200159,20015900
200232,20023200
200241,20024100
200332,20033200
200364,20036400
200394,20039400
200410,20041000
200439,20043900
200462,20046200
200482,20048200
200496,20049600
200552,20055200
200555,20055500
200559,20055900
200612,20061200
200635,20063500
200706,20070600
200722,20072200
200729,20072900
200759,20075900
200770,20077000
200805,20080500
200825,20082500
200895,20089500
200938,20093800
200964,20096400
200965,20096500
200999,20099900
201012,20101200
201053,20105300
201084,20108400
201086,20108600
201102,20110200
209013,20901300
209016,20901600
209031,20903100
209058,20905800
209062,20906200
209071,20907100
209077,20907700
209086,20908600
209094,20909400
209100,20910000
209154,20915400
209159,20915900
209190,20919000
209200,20920000
209226,20922600
209229,20922900
209274,20927400
209276,20927600
209298,20929800
209300,20930000
209323,20932300
209325,20932500
209329,20932900
209332,20933200
209336,20933600
209341,20934100
209350,20935000
209365,20936500
209375,20937500
209380,20938000
209388,20938800
209400,20940000
209405,20940500
209410,20941000
209414,20941400
209434,20943400
209453,20945300
209466,20946600
209472,20947200
209485,20948500
209487,20948700
209548,20954800
209567,20956700
209600,20960000
209643,20964300
209650,20965000
209666,20966600
209672,20967200
209682,20968200
209683,20968300
209690,20969000
209691,20969100
209704,20970400
209726,20972600
209738,20973800
209746,20974600
209756,20975600
209772,20977200
209790,20979000
209803,20980300
209813,20981300
209849,20984900
209855,20985500
209862,20986200
209887,20988700
209908,20990800
209962,20996200
209963,20996300
209986,20998600
302671,30267100
313579,31357900
313716,31371600
313927,31392700
405295,40529500
405343,40534300
406328,40632800
406415,40641500
414368,41436800
414635,41463500
414866,41486600
415001,41500100
415042,41504200
118260,11826000
301265,30126500
301275,30127500
301280,30128000
301351,30135100
301356,30135600
301395,30139500
301400,30140000
301412,30141200
301428,30142800
301470,30147000
301492,30149200
301573,30157300
301589,30158900
301641,30164100
301721,30172100
301790,30179000
301793,30179300
301922,30192200
301940,30194000
301973,30197300
302020,30202000
302154,30215400
302170,30217000
302171,30217100
302202,30220200
302214,30221400
302230,30223000
302231,30223100
302256,30225600
302261,30226100
302267,30226700
302276,30227600
302321,30232100
302369,30236900
302449,30244900
302518,30251800
302520,30252000
302521,30252100
302544,30254400
302550,30255000
302694,30269400
302708,30270800
302715,30271500
302716,30271600
302728,30272800
302735,30273500
302830,30283000
302919,30291900
302964,30296400
302970,30297000
303168,30316800
303281,30328100
303291,30329100
303408,30340800
303499,30349900
414395,41439500
414449,41444900
414681,41468100
416087,41608700
416361,41636100
425042,42504200
