PB030,HB030,RB050,AGE,RB090,RB220,RB230,RB240,RL010,RL020,RL030,RL040,RL050,RL060,PB190,PB200,PE010,PE020,PE030,PE040,PH010,PH020,PH030,PH040,PH050,PH060,PH070,PL015,PL020,PL025,PL031,PL040,PL051,PL060,PL073,PL074,PL075,PL076,PL080,PL085,PL086,PL087,PL088,PL089,PL090,PL100,PL111,PL120,PL190,PL200,PL130,PL140,PL150,PY010G,PY010N,PY020G,PY021G,PY030G,PY035G,PY050G,PY050N,PY080G,PY090G,PY090N,PY100G,PY110G,PY120G,PY120N,PY130G,PY140G,AP,SL,M_K
4037890003,40378900,451.74004,10,2,4037890001,4037890005,,,24,0,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1
4037890004,40378900,451.74004,8,1,4037890001,4037890005,,,25,0,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1
4037890005,40378900,451.74004,36,2,,,4037890001,,,,,,,2,1,2,,1997,300,2,2,3,2,,2,,,,,1,3,34,40,12,0,0,0,0,0,0,0,0,0,0,,65,,19,16,13,1,2,17945.07,14162.75,0,0,5756.41,0,0,0,0,148.17,148.17,0,0,947.6,798.9,0,0,10,1,1
4037920001,40379200,452.30541,39,2,,,4037920002,,,,,,,2,1,2,,1996,600,2,2,3,2,,2,,,,,1,3,24,40,10,2,0,0,0,0,0,0,0,0,0,,55,,20,19,12,1,2,20995.46,16686.86,0,0,6655.87,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
4037920002,40379200,452.30541,39,1,,,4037920001,,,,,,,2,1,2,,1996,600,,2,3,2,,2,,,,,1,3,23,40,12,0,0,0,0,0,0,0,0,0,0,,85,,22,17,13,1,2,42349.68,32456.21,0,0,13119.93,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
4037920003,40379200,452.30541,16,1,4037920002,4037920001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1
4037920004,40379200,452.30541,6,1,4037920002,4037920001,,20,,0,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1
4037970001,40379700,338.21913,40,2,,4037970003,,,,,,,,5,3,2,,1994,300,2,2,3,2,,2,,,,,1,3,42,40,12,0,0,0,0,0,0,0,0,0,0,,79,,22,,11,1,2,46106.93,34757.45,220,0,15261.04,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
4037970002,40379700,338.21913,15,1,,4037970001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1
4037970003,40379700,338.21913,73,2,,,,,,,,,,4,3,2,,,200,4,1,3,2,,2,,1,,,7,3,96,,0,0,0,0,0,12,0,0,0,0,0,,,,27,35,,1,2,0,0,0,0,0,0,0,0,0,0,0,9152.28,911.04,0,0,0,0,10,1,1
4038010001,40380100,525.07721,42,2,,,,,,,,,,5,3,2,,1997,700,2,2,3,2,,2,,,,,1,3,13,40,12,0,0,0,0,0,0,0,0,0,0,,49,,25,13,13,1,1,43825.53,33477.81,0,0,13609.6,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
4038010002,40380100,525.07721,17,2,,4038010001,,,,,,,,1,3,1,34,,200,,2,3,2,,2,,2,2,,6,,,,0,0,0,0,0,0,0,12,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
4038080001,40380800,486.38939,44,2,,,,,,,,,,5,3,2,,1988,300,3,1,2,,,,,,,,2,3,71,2,3,4,0,0,5,0,0,0,0,0,0,,85,3,19,20,12,1,2,4249.47,3602.02,0,0,1316.49,0,0,0,0,448.36,448.36,0,0,0,0,0,0,10,1,1
4038250001,40382500,762.36202,49,2,,,,,,,,,,5,3,2,,1985,400,2,2,3,2,,2,,,,,1,3,11,40,12,0,0,0,0,0,0,0,0,0,0,,46,,18,30,2,1,1,36000,27360,0,0,11152.8,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
4038250002,40382500,762.36202,25,2,,4038250001,,,,,,,,1,3,1,70,2012,600,,2,3,2,,2,,2,2,,6,,,,0,0,0,0,0,0,0,12,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
4038320001,40383200,167.89011,51,2,,,4038320002,,,,,,,2,1,2,,2007,700,1,2,3,2,,2,,,,,1,3,12,40,12,0,0,0,0,0,0,0,0,0,0,,52,,18,33,13,1,1,47368.02,36000,600,0,14729.33,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
4038320002,40383200,167.89011,54,1,,,4038320001,,,,,,,2,1,2,,1987,700,,2,3,2,,2,,,,,3,1,13,40,0,0,12,0,0,0,0,0,0,0,0,,43,,18,35,7,,,62374.63,60000,0,0,3950.57,0,0,0,0,0,0,0,0,759.12,610.41,0,0,10,1,1
4038350001,40383500,333.64262,56,2,,,,,,,,,,4,3,2,,1981,600,2,2,3,2,,2,,,,,1,3,24,40,12,0,0,0,0,0,0,0,0,0,0,,84,,18,38,13,1,2,14553.23,12000,0,0,4231.27,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
4038360001,40383600,594.5163,31,1,,4038360003,4038360004,,,,,,,2,1,2,,2004,600,2,2,3,2,,2,,,,,1,3,34,40,12,0,0,0,0,0,0,0,0,0,0,,90,,21,8,13,1,2,31388.21,30000,5000,0,2066.05,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
4038360002,40383600,594.5163,4,2,4038360001,4038360004,,30,,0,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1
4038360003,40383600,594.5163,58,2,,,,,,,,,,5,3,2,,1981,700,3,2,3,2,,2,,,,,1,3,24,40,12,0,0,0,0,0,0,0,0,0,0,,52,,18,40,13,1,2,43963.39,33409.04,0,0,13628.97,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
4038360004,40383600,594.5163,29,2,,,4038360001,,,,,,,2,1,2,,2008,600,2,2,3,2,,2,,,,,1,3,24,40,12,0,0,0,0,0,0,0,0,0,0,,45,,23,4,12,1,2,30450,23231.5,0,0,9433.42,0,0,0,0,0,0,0,0,2704.49,2136.53,0,0,10,1,1
4038370001,40383700,1040.06851,29,2,,,,,,,,,,3,3,2,,2001,354,2,2,3,2,,1,1,1,2,,11,3,96,,0,5,0,0,0,0,0,0,0,0,7,,,,17,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
4038370002,40383700,1040.06851,5,1,,4038370001,,40,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1
4038370003,40383700,1040.06851,2,1,,4038370001,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1
4038440001,40384400,95.93605,61,2,4038440003,4038440002,,,,,,,,5,3,2,,1976,700,3,2,3,2,,2,,,,,1,3,21,40,12,0,0,0,0,0,0,0,0,0,0,,42,,22,38,13,1,2,44050.46,33478.28,0,0,13646.83,0,0,0,0,0,0,0,0,1598.26,1281.57,0,0,10,1,1
4038440002,40384400,95.93605,85,2,,,4038440003,,,,,,,2,1,2,,1949,600,,,,,,,,1,,,7,3,23,,0,0,0,0,0,12,0,0,0,0,0,,,,20,49,,1,2,0,0,0,0,0,0,0,0,0,0,0,13496.88,0,0,0,0,0,10,1,1
4038440003,40384400,95.93605,85,1,,,4038440002,,,,,,,2,1,2,,1951,400,,,,,,,,1,,,7,3,11,,0,0,0,0,0,12,0,0,0,0,0,,,,21,47,,1,1,0,0,0,0,0,0,0,0,0,0,0,11560.56,0,0,0,0,0,10,1,1
4038510001,40385100,298.17974,32,1,,,,,,,,,,1,3,2,,2005,600,2,2,3,2,,2,,,,,1,3,25,40,12,0,0,0,0,0,0,0,0,0,0,,62,,21,10,13,1,2,78713.93,59324.69,0,0,26220.23,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
4038580001,40385800,144.57667,61,2,,,4038580002,,,,,,,2,1,2,,1976,400,,1,2,1,2,2,,,,,1,3,33,35,12,0,0,0,0,0,0,0,0,0,0,,69,,18,38,13,1,2,19280.62,15208.37,0,0,5973.13,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
4038580002,40385800,144.57667,60,1,,,4038580001,,,,,,,2,1,2,,1982,400,4,1,3,1,2,2,,1,2,,8,3,22,,0,0,0,0,0,0,12,0,0,0,0,,,,18,20,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8246.28,0,10,1,1
4038630001,40386300,822.43405,34,1,,,4038630002,,,,,,,2,1,2,,2005,700,2,2,3,2,,2,,,,,1,3,25,40,12,0,0,0,0,0,0,0,0,0,0,,62,,24,10,11,1,2,37781.54,29024.51,600,0,10636.58,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
4038630002,40386300,822.43405,29,2,,,4038630001,,,,,,,2,1,2,,2004,700,2,2,3,2,,2,,,,,1,3,23,40,12,0,0,0,0,0,0,0,0,0,0,,85,,23,,13,1,2,15555.37,11822.39,0,0,4819.06,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
4038640001,40386400,245.22997,32,2,4038640003,4038640002,,,,,,,,1,3,2,,2008,600,2,2,3,2,,2,,,,,1,3,43,40,12,0,0,0,0,0,0,0,0,0,0,,69,,29,2,12,1,2,21847.96,18000,360,0,5696.74,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
4038640002,40386400,245.22997,57,2,,,4038640003,,,,,,,2,1,2,,1979,600,,2,3,2,,2,,,,,1,3,22,40,12,0,0,0,0,0,0,0,0,0,0,,86,,22,33,13,1,2,32791.89,25401.68,0,0,10158.95,0,0,0,0,0,0,0,0,429.22,352.91,0,0,10,1,1
4038640003,40386400,245.22997,57,1,,,4038640002,,,,,,,2,1,2,,1981,600,,2,3,2,,2,,,,,1,3,52,40,12,0,0,0,0,0,0,0,0,0,0,,45,,24,31,13,1,2,64928.39,49688.82,5364.79,1404.79,18934.2,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
4038710001,40387100,456.4251,38,2,,,,,,,,,,4,3,2,,1991,200,3,2,3,2,,2,,,,,2,3,91,20,0,3,0,0,9,0,0,0,0,0,0,,96,7,15,,15,1,2,1612.61,1500,0,0,370.41,0,0,0,0,1363.05,1363.05,0,10800,0,0,0,0,10,1,1
4038710002,40387100,456.4251,14,1,,4038710001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1
4038710003,40387100,456.4251,19,2,,4038710001,,,,,,,,1,3,1,34,2011,200,2,2,3,2,,2,,2,2,,6,,,,0,0,0,0,0,0,0,12,0,0,0,,,,,,,,,1700,1491.16,0,0,660.35,0,0,0,0,0,0,0,1620,0,0,0,2160,10,1,1
4038710004,40387100,456.4251,16,1,,4038710001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1
4038760001,40387600,605.05869,34,1,,,4038760002,,,,,,,2,1,2,,2004,800,,2,3,2,,2,,,,,1,3,12,40,12,0,0,0,0,0,0,0,0,0,0,,45,,17,17,13,1,1,54249.37,41536.23,0,0,16674.62,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
4038760002,40387600,605.05869,33,2,,,4038760001,,,,,,,2,1,2,,2004,600,1,2,3,2,,2,,,,,1,3,24,40,12,0,0,0,0,0,0,0,0,0,0,,69,,21,12,13,2,2,38289.56,29370.5,0,0,11862.1,0,0,0,0,0,0,0,0,750.36,592.79,0,0,10,1,1
4038760003,40387600,605.05869,9,1,4038760001,4038760002,,,27,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1
4038760004,40387600,605.05869,5,1,4038760001,4038760002,,45,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1
4038770001,40387700,318.77031,76,1,,,,,,,,,,4,3,2,,1958,400,2,2,3,2,,2,,,,,1,3,51,40,12,0,0,0,0,0,0,0,0,0,0,,94,,19,50,11,1,2,11056.64,9600,0,0,2928.11,0,0,0,0,0,0,13313.52,0,0,0,0,0,10,1,1
4038810001,40388100,1965.80102,22,2,,,,,,,,,,1,3,2,,2013,450,1,2,3,2,,2,,,,,1,3,52,40,5,0,0,0,0,0,0,7,0,0,0,,47,,20,1,13,1,2,13241.1,10800,0,0,4102.09,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
4038820001,40388200,591.01969,75,2,,,,,,,,,,4,3,2,,1956,300,4,1,2,2,,2,,1,,,7,3,52,,0,0,0,0,0,12,0,0,0,0,0,,,,17,43,,1,2,0,0,0,0,0,0,0,0,0,0,0,8851,0,0,0,0,0,10,1,1
4038880001,40388800,526.17345,52,2,,,,,,,,,,1,3,2,,1992,700,1,2,3,2,,2,,,,,1,3,24,40,12,0,0,0,0,0,0,0,0,0,0,,84,,23,29,13,1,2,94800,72048,0,0,29369.04,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
4038960001,40389600,134.99497,74,2,,,4038960002,,,,,,,2,1,2,,1960,200,3,2,2,2,,2,,1,,,7,3,52,,0,0,0,0,0,12,0,0,0,0,0,,,,20,39,,1,2,0,0,0,0,0,0,0,0,0,0,0,9317.76,0,0,0,0,0,10,1,1
4038960002,40389600,134.99497,76,1,,,4038960001,,,,,,,2,1,2,,1957,300,3,2,2,2,,2,,1,,,7,3,83,,0,0,0,0,0,12,0,0,0,0,0,,,,18,50,,1,2,0,0,0,0,0,0,0,0,0,0,0,18222.12,0,0,0,0,0,10,1,1
4038970001,40389700,417.6143,76,2,,,,,,,,,,4,3,2,,1961,400,3,2,2,2,,2,,1,,,7,3,51,,0,0,0,0,0,12,0,0,0,0,0,,,,20,30,,1,2,0,0,0,0,0,0,0,0,0,0,0,11687.04,0,0,0,0,0,10,1,1
4038980001,40389800,404.2158,78,2,,,,,,,,,,5,3,2,,1973,600,5,1,1,2,,2,,1,,,7,3,33,,0,0,0,0,0,12,0,0,0,0,0,,,,17,30,,1,2,0,0,0,0,0,0,0,0,0,0,0,8936.16,0,0,0,0,0,10,1,1
4039000001,40390000,198.35551,83,2,,,,,,,,,,4,3,2,,1949,300,4,1,2,2,,2,,1,,,7,3,51,,0,0,0,0,0,12,0,0,0,0,0,,,,17,33,,1,2,0,0,0,0,0,0,0,0,0,0,0,10405.68,840,0,0,0,0,10,1,1
4039010001,40390100,376.77829,86,2,,,,,,,,,,4,3,2,,1958,600,4,1,2,2,,2,,2,,,7,,,,0,0,0,0,0,12,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,12430.56,840,0,0,0,0,10,1,1
4039080001,40390800,200.46008,45,1,,,4039080005,,,,,,,2,1,2,,2005,600,2,2,3,2,,2,,,,,1,3,12,40,12,0,0,0,0,0,0,0,0,0,0,,41,,20,24,11,1,1,11956,9795.96,0,0,3703.97,0,132500.36,127730.36,0,0,0,0,0,0,0,0,0,10,1,1
4039080002,40390800,200.46008,18,1,4039080001,4039080005,,,,,,,,1,3,1,34,2013,200,2,2,3,2,,2,,2,2,,6,,,,0,0,0,0,0,0,0,12,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
4039080003,40390800,200.46008,79,2,,,,,,,,,,4,3,2,,1949,200,4,1,2,2,,2,,1,,,7,3,52,,0,0,0,0,0,12,0,0,0,0,0,,,,17,36,,1,2,0,0,0,0,0,0,0,0,0,0,0,11703.81,840,0,0,0,0,10,1,1
4039080004,40390800,200.46008,21,2,4039080001,4039080005,,,,,,,,1,3,1,60,2012,344,2,2,3,2,,2,,2,2,,6,,,,0,0,0,0,0,0,0,12,0,0,0,,,,,,,,,1094.09,940.62,0,0,338.95,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
4039080005,40390800,200.46008,43,2,,4039080003,4039080001,,,,,,,2,1,2,,1993,600,3,2,3,2,,2,,,,,1,3,11,40,12,0,0,0,0,0,0,0,0,0,0,,68,,20,22,10,1,2,164524.49,125128.28,0,0,50969.69,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
4039100001,40391000,382.70055,58,1,,,,,,,,,,1,3,2,,1986,600,3,1,3,2,,2,,,,,3,2,26,40,0,0,12,0,0,0,0,0,0,0,0,,63,,22,33,1,,,0,0,0,0,0,0,56080,50000,0,0,0,0,0,0,0,0,0,10,1,1
4039110001,40391100,199.98231,59,1,,,4039110002,,,,,,,2,1,2,,1975,600,,2,3,2,,2,,,,,1,3,21,40,12,0,0,0,0,0,0,0,0,0,0,,42,,22,36,11,1,1,48145.86,36590.74,11266.41,4786.41,14915.57,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
4039110002,40391100,199.98231,65,2,,,4039110001,,,,,,,2,1,2,,1972,600,2,2,3,2,,2,,1,,,7,3,24,,0,0,0,0,0,12,0,0,0,0,0,,,,23,35,,1,2,0,0,0,0,0,0,0,0,0,0,0,11408.88,0,0,0,0,0,10,1,1
4039120001,40391200,401.34408,59,1,,,,,,,,,,3,3,2,,1985,700,3,2,3,2,,2,,,,,1,3,13,40,12,0,0,0,0,0,0,0,0,0,0,,41,,19,38,11,1,1,74193.08,56386.74,0,0,22985.02,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
4039150001,40391500,106.61008,60,1,,,4039150002,,,,,,,2,1,2,,1983,700,,2,3,2,,2,,,,,1,3,11,40,12,0,0,0,0,0,0,0,0,0,0,,47,,18,31,4,1,1,9472.22,8044.89,0,0,2934.49,0,0,0,0,0,0,7962.99,0,0,0,0,0,10,1,1
4039150002,40391500,106.61008,56,2,,,4039150001,,,,,,,2,1,2,,1978,700,2,2,3,2,,2,,,,,1,3,11,40,12,0,0,0,0,0,0,0,0,0,0,,47,,17,23,4,1,1,6000,5460,0,0,1858.8,0,0,0,0,0,0,0,0,0,0,2971.35,0,10,1,1
4039160001,40391600,172.04755,60,1,,,4039160002,,,,,,,2,1,2,,1976,600,2,2,3,2,,2,,,,,3,1,11,40,0,0,12,0,0,0,0,0,0,0,0,,71,,22,34,1,,,11638.89,10197.48,0,0,1653.67,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
4039160002,40391600,172.04755,61,2,,,4039160001,,,,,,,2,1,2,,1976,600,2,2,3,2,,2,,1,,,7,3,11,,0,0,0,0,0,12,0,0,0,0,0,,,,23,33,,1,1,0,0,0,0,0,0,0,0,0,12475.9,12475.9,0,0,0,0,0,0,10,1,1
4039250001,40392500,207.33796,64,1,,,4039250003,,,,,,,2,1,2,,1974,600,,2,3,2,,2,,,,,1,3,12,40,12,0,0,0,0,0,0,0,0,0,0,,68,,18,41,11,1,1,31408.57,23870.8,6900,300,9730.38,0,0,0,0,0,0,5054.04,0,0,0,0,0,10,1,1
4039250002,40392500,207.33796,39,1,4039250001,4039250003,,,,,,,,1,3,2,,1991,100,3,1,2,2,,2,,,,,2,3,93,20,0,12,0,0,0,0,0,0,0,0,0,,68,2,20,11,11,1,2,6094.48,5537.9,0,0,1915.87,0,0,0,0,0,0,0,0,0,0,7513.8,0,10,1,1
4039250003,40392500,207.33796,64,2,,,4039250001,,,,,,,2,1,2,,1973,600,,2,3,2,,2,,,,,1,3,33,40,12,0,0,0,0,0,0,0,0,0,0,,68,,18,41,11,1,2,15616.15,12000,0,0,4654.4,0,0,0,0,0,0,11269.36,0,0,0,0,0,10,1,1
4039330001,40393300,131.61305,67,1,,,4039330002,,,,,,,2,1,2,,1965,200,5,1,1,2,,2,,1,,,7,3,71,,0,0,0,0,0,12,0,0,0,0,0,,,,18,40,,1,2,5504.03,4735.37,0,0,1692.41,0,0,0,0,0,0,10365,0,0,0,0,0,10,1,1
4039330002,40393300,131.61305,67,2,,,4039330001,,,,,,,2,1,2,,1968,400,3,2,3,2,,2,,1,,,7,3,33,,0,0,0,0,0,12,0,0,0,0,0,,,,20,33,,1,2,0,0,0,0,0,0,0,0,0,0,0,10231.56,0,0,0,0,0,10,1,1
4039340001,40393400,153.88447,68,1,,,4039340003,,,,,,,2,1,2,,1971,700,3,2,3,2,,2,,,,,1,3,26,30,12,0,0,0,0,0,0,0,0,0,0,,69,,23,44,14,1,2,0,0,0,0,0,0,28970,24000,0,0,0,21743.75,0,0,0,0,0,10,1,1
4039340002,40393400,153.88447,31,1,4039340001,4039340003,,,,,,,,1,3,1,60,2002,344,2,2,3,2,,2,,,,,1,3,33,40,12,0,0,0,0,0,0,0,0,0,0,,46,,16,15,11,1,2,35007.05,26720.42,0,0,10845.16,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
4039340003,40393400,153.88447,65,2,,,4039340001,,,,,,,2,1,2,,1976,700,3,2,3,2,,2,,1,,,7,3,12,,0,0,0,0,0,12,0,0,0,0,0,,,,15,33,,1,1,0,0,0,0,0,0,0,0,0,0,0,11934.24,0,0,0,0,0,10,1,1
4039390001,40393900,143.04785,70,1,,,4039390002,,,,,,,2,1,2,,1964,300,,2,3,2,,2,,1,,,7,3,72,,0,0,0,0,0,12,0,0,0,0,0,,,,18,45,,1,2,0,0,0,0,0,0,0,0,0,0,0,13579.44,0,0,0,0,0,10,1,1
4039390002,40393900,143.04785,70,2,,,4039390001,,,,,,,2,1,2,,1963,300,3,1,3,2,,2,,1,,,7,3,52,,0,0,0,0,0,12,0,0,0,0,0,,,,18,44,,1,2,0,0,0,0,0,0,0,0,0,0,0,9417.48,0,0,0,0,0,10,1,1
4039430001,40394300,365.54326,31,1,,,,,,,,,,1,3,1,70,2009,700,2,2,3,2,,2,,,,,1,3,33,40,12,0,0,0,0,0,0,0,0,0,0,,98,,19,9,13,1,2,34524.26,26306.08,600,0,10695.62,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
4039460001,40394600,149.64158,75,1,,,4039460003,,,,,,,2,1,2,,1961,600,3,2,3,2,,2,,1,,,7,3,21,,0,0,0,0,0,12,0,0,0,0,0,,,,21,,,1,2,0,0,0,0,0,0,0,0,0,0,0,10454.04,0,0,0,0,0,10,1,1
4039460002,40394600,149.64158,34,2,4039460001,4039460003,,,,,,,,1,3,2,,,0,,1,1,2,,2,,2,2,,8,,,,0,0,0,0,0,0,12,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18210,0,10,1,1
4039460003,40394600,149.64158,69,2,,,4039460001,,,,,,,2,1,2,,1968,400,3,2,3,2,,2,,1,,,7,3,21,,0,0,0,0,0,12,0,0,0,0,0,,,,17,40,,1,2,0,0,0,0,0,0,0,0,0,0,0,9443.16,0,0,0,0,0,10,1,1
4039470001,40394700,139.77932,75,1,,,4039470002,,,,,,,2,1,2,,1965,600,3,1,3,2,,2,,1,,,7,3,51,,0,0,0,0,0,12,0,0,0,0,0,,,,18,36,,1,2,0,0,0,0,0,0,1000,0,0,0,0,10285.68,0,0,0,0,0,10,1,1
4039470002,40394700,139.77932,71,2,,,4039470001,,,,,,,2,1,2,,1965,300,4,1,3,2,,2,,1,,,7,3,43,,0,0,0,0,0,12,0,0,0,0,0,,,,20,25,,1,2,0,0,0,0,0,0,0,0,0,0,0,5486.4,0,0,0,0,0,10,1,1
4039480001,40394800,236.32627,76,1,,,,,,,,,,4,3,2,,1960,600,3,2,3,2,,2,,1,,,7,3,11,,0,0,0,0,0,12,0,0,0,0,0,,,,23,41,,1,1,0,0,0,0,0,0,7368.42,7000,0,0,0,24589.2,840,0,0,0,0,10,1,1
4039480002,40394800,236.32627,42,2,,,4039480004,,,,,,,2,1,2,,2004,600,2,2,3,2,,2,,,,,1,3,12,40,10,0,0,0,2,0,0,0,0,0,0,,46,,23,18,4,1,1,19012.17,15000,0,0,6393.21,0,0,0,0,569.62,569.62,0,0,287.38,249.31,0,0,10,1,1
4039480003,40394800,236.32627,10,1,4039480004,4039480002,,,20,0,4,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1
4039480004,40394800,236.32627,42,1,4039480001,,4039480002,,,,,,,2,1,2,,1995,600,2,2,3,2,,2,,,,,1,3,13,40,12,0,0,0,0,0,0,0,0,0,0,,41,,23,18,11,1,1,44374.33,33994.64,0,0,13747.17,0,6839.2,4235.04,0,0,0,0,0,0,0,0,0,10,1,1
4039480005,40394800,236.32627,13,1,4039480004,4039480002,,,30,0,6,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1
4039490001,40394900,136.35861,77,1,,,4039490002,,,,,,,2,1,2,,1964,600,,2,3,2,,2,,1,,,7,3,21,,0,0,0,0,0,12,0,0,0,0,0,,,,21,44,,1,2,0,0,0,0,0,0,0,0,0,0,0,13252.08,0,0,0,0,0,10,1,1
4039490002,40394900,136.35861,72,2,,,4039490001,,,,,,,2,1,2,,1965,600,3,2,3,2,,2,,1,,,7,3,24,,0,0,0,0,0,12,0,0,0,0,0,,,,22,40,,1,2,0,0,0,0,0,0,0,0,0,0,0,21127.92,0,0,0,0,0,10,1,1
4039510001,40395100,303.70824,78,1,,,,,,,,,,4,3,2,,1982,200,3,1,2,2,,2,,1,,,7,3,71,,0,0,0,0,0,12,0,0,0,0,0,,,,18,40,,1,2,0,0,0,0,90.84,0,611.74,584.21,0,0,0,23862.36,840,0,0,0,0,10,1,1
4039530002,40395300,232.17508,8,1,,4039530003,,,0,,0,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1
4039530003,40395300,232.17508,27,2,,4039530004,,,,,,,,3,3,2,,2006,344,2,2,3,2,,2,,,,,1,3,43,40,9,0,0,0,0,0,0,0,0,0,3,,84,,26,,14,1,2,11605.97,9469.12,0,0,3782.5,0,0,0,0,0,0,0,1040,0,0,0,0,10,1,1
4039530004,40395300,232.17508,52,2,,,,,,,,,,5,3,2,,1980,300,3,2,3,2,,2,,,,,1,3,91,40,12,0,0,0,0,0,0,0,0,0,0,,86,,18,,13,1,2,14535.38,11745.2,0,0,4503.06,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
4039530005,40395300,232.17508,2,2,,4039530003,,,,,0,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1
4039560001,40395600,300.69517,83,1,,,,,,,,,,4,3,2,,1957,600,2,2,3,2,,2,,1,,,7,3,23,,0,0,0,0,0,12,0,0,0,0,0,,,,27,44,,1,2,0,0,0,0,0,0,0,0,0,0,0,13515.12,881.76,0,0,0,0,10,1,1
4039710001,40397100,238.2985,20,1,4039710004,4039710003,,,,,,,,1,3,1,34,2011,200,2,2,3,2,,2,,2,2,,6,,,,0,0,0,0,0,0,0,12,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
4039710002,40397100,238.2985,17,1,4039710004,4039710003,,,,,,,,1,3,1,20,2009,100,4,2,3,2,,2,,2,2,,6,,,,0,0,0,0,0,0,0,12,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
