PB030,HB030,RB050,AGE,RB090,RB220,RB230,RB240,RL010,RL020,RL030,RL040,RL050,RL060,PB190,PB200,PE010,PE020,PE030,PE040,PH010,PH020,PH030,PH040,PH050,PH060,PH070,PL015,PL020,PL025,PL031,PL040,PL051,PL060,PL073,PL074,PL075,PL076,PL080,PL085,PL086,PL087,PL088,PL089,PL090,PL100,PL111,PL120,PL190,PL200,PL130,PL140,PL150,PY010G,PY010N,PY020G,PY021G,PY030G,PY035G,PY050G,PY050N,PY080G,PY090G,PY090N,PY100G,PY110G,PY120G,PY120N,PY130G,PY140G,AP,SL,M_K
1076710002,10767100,784.23683,61,2,,,1076710001,,,,,,,2,1,2,,1973,400,4,1,1,2,,2,,1,,,7,3,91,,0,0,0,0,0,12,0,0,0,0,0,,,,20,39,,1,2,0,0,0,0,0,0,0,0,0,3226.32,3226.32,3562,0,0,0,0,0,9,6,1
1076720001,10767200,720.59485,63,2,,,,,,,,,,4,3,2,,1967,200,3,2,2,2,,2,,1,,,7,3,91,,0,0,0,0,0,12,0,0,0,0,0,,,,18,35,,1,2,0,0,0,0,0,0,0,0,0,0,0,8030.04,1787.5,0,0,0,0,9,6,1
1076760001,10767600,1269.09682,56,1,,,,,,,,,,5,3,2,,1976,300,2,2,3,2,,2,,1,1,1,5,3,71,,0,0,0,0,12,0,0,0,0,0,0,,,,18,28,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,2
1076770001,10767700,2080.6417,76,2,,,,,,,,,,5,3,2,,1949,100,4,1,2,2,,2,,1,,,7,3,92,,0,0,0,0,0,12,0,0,0,0,0,,,,16,15,,1,2,0,0,0,0,0,0,0,0,0,0,0,7182.72,0,0,0,0,0,9,7,2
1076780001,10767800,2469.42233,99,1,,,,,,,,,,4,3,2,,1924,100,5,1,1,2,,2,,1,,,7,3,92,,0,0,0,0,0,12,0,0,0,0,0,,,,16,,,1,2,0,0,0,0,0,0,0,0,0,0,0,8430,1532.76,0,0,0,0,9,7,2
1076790001,10767900,528.94397,43,2,,,,,,,,,,5,3,2,,1991,400,4,1,2,2,,2,,1,1,1,5,3,52,,0,0,0,0,12,0,0,0,0,0,0,,,,18,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,2
1076790002,10767900,528.94397,17,2,,1076790001,,,,,,,,1,3,1,20,2009,100,,1,3,2,,2,,2,2,,6,,,,0,0,0,0,0,0,0,12,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8316,0,9,7,2
1076790003,10767900,528.94397,7,1,,1076790001,,25,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,2
1076810001,10768100,285.56908,42,1,,,1076810002,,,,,,,2,2,2,,1990,300,,1,3,2,,1,2,1,1,1,5,3,92,,0,0,0,0,12,0,0,0,0,0,0,,,,18,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,2
1076810002,10768100,285.56908,39,2,,,1076810001,,,,,,,2,2,2,,1990,100,2,2,3,2,,1,2,1,2,,10,3,61,,0,0,0,0,0,0,0,0,0,12,0,,,,15,8,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,2
1076810003,10768100,285.56908,16,1,1076810001,1076810002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,2
1076810004,10768100,285.56908,7,1,1076810001,1076810002,,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,2
1076820001,10768200,1290.55073,56,2,,,1076820002,,,,,,,2,1,2,,1976,300,4,2,3,2,,2,,,,,4,4,61,20,0,0,0,12,0,0,0,0,0,0,0,,1,3,19,,2,,,0,0,0,0,0,0,2599.16,2599.16,0,0,0,0,0,0,0,0,0,9,7,2
1076820002,10768200,1290.55073,54,1,,,1076820001,,,,,,,2,1,2,,1979,300,4,2,3,2,,2,,,,,4,2,61,20,0,0,0,12,0,0,0,0,0,0,0,,1,7,19,,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,2
1076820003,10768200,1290.55073,21,1,1076820002,1076820001,,,,,,,,1,3,2,,2012,354,2,2,3,2,,2,,2,1,1,5,,,,0,0,0,0,12,0,0,0,0,0,0,,,,,,,,,9769.97,8145.14,0,0,2780.76,0,0,0,0,0,0,0,0,137.52,123.77,0,0,9,7,2
1076830001,10768300,787.32341,51,2,,,1076830002,,,,,,,2,1,2,,1982,300,3,1,3,2,,2,,1,1,1,5,3,92,,0,0,0,0,12,0,0,0,0,0,0,,,,19,10,,1,2,0,0,0,0,0,0,1983.45,1983.45,0,0,0,0,0,0,0,0,0,9,7,2
1076830002,10768300,787.32341,53,1,,,1076830001,,,,,,,2,1,2,,1979,300,3,1,3,2,,2,,,,,2,3,93,20,0,12,0,0,0,0,0,0,0,0,0,15,16,,18,25,5,1,2,6084.24,5536.66,0,0,1884.91,0,0,0,0,0,0,0,0,0,0,0,0,9,7,2
1076830003,10768300,787.32341,17,2,1076830002,1076830001,,,,,,,,1,3,1,20,2008,100,1,2,3,2,,2,,2,2,,6,,,,0,0,0,0,0,0,0,12,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,2
1076830004,10768300,787.32341,17,2,1076830002,1076830001,,,,,,,,1,3,1,20,2008,100,1,2,3,2,,2,,2,2,,6,,,,0,0,0,0,0,0,0,12,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,2
1076840001,10768400,1698.7621,37,2,,,1076840002,,,,,,,2,1,1,60,1997,600,,1,3,2,,2,,,,,1,3,24,40,12,0,0,0,0,0,0,0,0,0,0,,38,,20,12,13,2,2,43120.67,32815.66,0,0,15669.41,950,0,0,0,5256.11,4000,0,0,0,0,0,0,9,7,2
1076840002,10768400,1698.7621,44,1,,,1076840001,,,,,,,2,1,2,,1990,400,2,2,3,2,,2,,,,,1,3,54,48,12,0,0,0,0,0,0,0,0,0,0,,84,,19,22,13,1,2,24975.37,19635.59,840,0,7737.37,0,2034.7,2034.7,0,0,0,0,0,0,0,0,0,9,7,2
1076840003,10768400,1698.7621,16,2,1076840002,1076840001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,2
1076840004,10768400,1698.7621,11,2,1076840002,1076840001,,,26,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,2
1076850001,10768500,976.1578,55,2,,1076850004,1076850002,,,,,,,2,1,2,,,300,3,2,3,2,,2,,1,1,1,5,3,75,,0,0,0,0,12,0,0,0,0,0,0,,,,22,24,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,2
1076850002,10768500,976.1578,55,1,,,1076850001,,,,,,,2,1,2,,,300,3,2,3,2,,2,,,,,1,3,93,40,0,0,0,0,12,0,0,0,0,0,0,,41,,18,30,15,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,2
1076850003,10768500,976.1578,27,1,1076850002,1076850001,,,,,,,,1,3,2,,2008,344,1,2,3,2,,2,,,,,1,3,71,40,12,0,0,0,0,0,0,0,0,0,0,,41,,23,2,15,1,2,10608.43,8705.43,0,0,3286.51,0,0,0,0,0,0,0,0,1643.16,1335.54,0,0,9,7,2
1076850004,10768500,976.1578,86,2,,,,,,,,,,4,3,2,,1940,100,4,1,2,2,,2,,1,,,7,3,92,,0,0,0,0,0,12,0,0,0,0,0,,,,16,23,,1,2,0,0,0,0,0,0,0,0,0,0,0,7154.04,840,0,0,0,0,9,7,2
1076860001,10768600,552.8028,41,1,,,1076860002,,,,,,,2,1,2,,,400,2,2,3,2,,2,,,,,1,3,71,40,12,0,0,0,0,0,0,0,0,0,0,8,41,,22,19,12,1,2,23008.08,19500,0,0,5741.89,0,0,0,0,419.35,419.35,0,0,0,0,0,0,9,7,2
1076860002,10768600,552.8028,41,2,,,1076860001,,,,,,,2,1,2,,1989,200,2,2,3,2,,2,,,,,1,3,43,40,12,0,0,0,0,0,0,0,0,0,0,10,49,,22,19,13,1,2,20070.87,16309.52,1920,0,6262.61,0,0,0,0,0,0,0,0,0,0,0,0,9,7,2
1076860003,10768600,552.8028,19,1,1076860001,1076860002,,,,,,,,1,3,1,35,2012,200,1,2,3,2,,2,,2,2,,6,,,,0,0,0,0,0,0,0,12,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,9,7,2
1076860004,10768600,552.8028,17,1,1076860001,1076860002,,,,,,,,1,3,1,20,2008,100,1,2,3,2,,2,,2,2,,6,,,,0,0,0,0,0,0,0,12,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,9,7,2
1076860005,10768600,552.8028,16,1,1076860001,1076860002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,2
1076860006,10768600,552.8028,14,1,1076860001,1076860002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,2
1076900001,10769000,301.03906,72,1,,,1076900002,,,,,,,2,1,2,,1962,300,3,1,2,2,,2,,1,,,7,3,43,,0,0,0,0,0,12,0,0,0,0,0,,,,17,46,,1,2,0,0,0,0,0,0,0,0,0,0,0,13892.04,0,0,0,0,0,10,1,1
1076900002,10769000,301.03906,67,2,,,1076900001,,,,,,,2,1,2,,,300,4,1,2,2,,2,,1,,,7,3,52,,0,0,0,0,0,12,0,0,0,0,0,,,,18,40,,1,2,0,0,0,0,0,0,0,0,0,0,0,7179.36,0,0,0,0,0,10,1,1
1076920001,10769200,736.62217,73,1,,,,,,,,,,3,3,2,,1982,400,4,2,1,2,,2,,1,,,7,3,31,,0,0,0,0,0,12,0,0,0,0,0,,,,18,50,,1,2,0,0,0,0,0,0,0,0,0,0,0,11364.96,0,0,0,0,0,10,1,1
1076940001,10769400,296.31427,74,1,,,1076940002,,,,,,,2,1,2,,1960,400,3,2,3,2,,2,,1,,,7,3,71,,0,0,0,0,0,12,0,0,0,0,0,,,,18,40,,1,2,12165.6,9955.79,0,0,3971.67,0,0,0,0,0,0,15437.64,0,0,0,0,0,10,1,1
1076940002,10769400,296.31427,77,2,,,1076940001,,,,,,,2,1,2,,1955,300,3,2,3,2,,2,,1,,,7,3,24,,0,0,0,0,0,12,0,0,0,0,0,,,,20,35,,1,2,0,0,0,0,0,0,0,0,0,0,0,11609.28,0,0,0,0,0,10,1,1
1076960001,10769600,359.78138,76,1,,,,,,,,,,4,3,2,,1950,100,3,2,3,2,,2,,1,,,7,3,91,,0,0,0,0,0,12,0,0,0,0,0,,,,15,42,,1,2,0,0,0,0,0,0,0,0,0,0,0,10879.2,840,0,0,0,0,10,1,1
1076970001,10769700,149.60634,75,2,,,,,,,,,,4,3,2,,1960,400,3,2,3,2,,2,,1,,,7,3,31,,0,0,0,0,0,12,0,0,0,0,0,,,,22,32,,1,2,23189.98,18029.8,0,0,7136.36,0,0,0,0,0,0,12185.59,0,0,0,0,0,10,1,1
1076990001,10769900,207.55376,78,1,,,1076990002,,,,,,,2,2,2,,1967,700,3,2,2,2,,2,,1,,,7,3,13,,0,0,0,0,0,12,0,0,0,0,0,,,,16,43,,1,1,0,0,0,0,0,0,0,0,0,0,0,7536.48,0,0,0,0,0,10,1,1
1076990002,10769900,207.55376,61,2,,,1076990001,,,,,,,2,2,2,,1979,700,5,1,1,2,,2,,1,,,7,3,24,,0,0,0,0,0,12,0,0,0,0,0,,,,22,32,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,840,0,0,8476.2,0,10,1,1
1077020001,10770200,278.8809,82,1,,,1077020002,,,,,,,2,1,2,,1956,600,,2,3,2,,2,,1,,,7,3,23,,0,0,0,0,0,12,0,0,0,0,0,,,,18,47,,1,2,0,0,0,0,0,0,0,0,0,0,0,19813.2,0,0,0,0,0,10,1,1
1077020002,10770200,278.8809,70,2,,,1077020001,,,,,,,2,1,2,,1967,600,2,2,3,2,,2,,1,,,7,3,23,,0,0,0,0,0,12,0,0,0,0,0,,,,21,44,,1,2,0,0,0,0,0,0,0,0,0,0,0,5049.84,0,0,0,0,0,10,1,1
1077030001,10770300,677.94165,84,1,,,,,,,,,,4,3,2,,1952,200,4,1,3,2,,2,,1,,,7,3,72,,0,0,0,0,0,12,0,0,0,0,0,,,,20,41,,1,2,0,0,0,0,0,0,0,0,0,0,0,14672.64,840,0,0,0,0,10,1,1
1077050001,10770500,255.06773,60,1,,,1077050002,,,,,,,2,1,2,,1972,300,4,1,1,2,,2,,1,2,,8,3,83,,0,0,0,0,0,0,12,0,0,0,0,,,,16,27,,1,2,1076.6,936.7,0,0,333.53,0,0,0,0,0,0,0,0,0,0,8116.8,0,10,1,1
1077050002,10770500,255.06773,58,2,,,1077050001,,,,,,,2,1,2,,1979,700,,2,3,2,,2,,,,,1,3,52,40,12,0,0,0,0,0,0,0,0,0,0,,47,,18,30,13,1,2,7000,6154,0,0,2168.6,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
1077050003,10770500,255.06773,38,2,1077050001,1077050002,,,,,,,,1,3,2,,1994,300,,2,3,2,,2,,,,,1,3,52,40,12,0,0,0,0,0,0,0,0,0,0,,47,,19,14,15,1,2,10176.5,9600,0,0,1836.41,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
1077100001,10771000,532.43063,62,1,,,1077100002,,,,,,,2,1,2,,1970,300,3,2,3,2,,2,,,,,1,3,81,40,12,0,0,0,0,0,0,0,0,0,0,,22,,18,35,13,1,2,20508.65,16114.81,0,0,6402,0,0,0,0,0,0,6480,0,618.46,488.58,0,0,10,1,1
1077100002,10771000,532.43063,62,2,,,1077100001,,,,,,,2,1,2,,1970,300,3,1,3,2,,2,,1,,,7,3,72,,0,0,0,0,0,12,0,0,0,0,0,,,,18,34,,1,2,0,0,0,0,0,0,0,0,0,0,0,9819.72,0,0,0,0,0,10,1,1
1077100003,10771000,532.43063,35,1,1077100001,1077100002,,,,,,,,1,3,2,,1997,344,2,2,3,2,,2,,,,,1,3,71,40,12,0,0,0,0,0,0,0,0,0,0,,45,,18,17,9,1,2,5214.19,4723.69,0,0,1585.55,0,0,0,0,0,0,0,0,234.16,189.19,0,0,10,1,1
1077100004,10771000,532.43063,41,2,1077100001,1077100002,,,,,,,,5,3,2,,1991,300,3,2,3,2,,2,,,,,1,3,51,40,12,0,0,0,0,0,0,0,0,0,0,,56,,18,20,11,1,2,5500,4865,0,0,2013.7,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
1077100005,10771000,532.43063,21,1,,1077100004,,,,,,,,1,3,2,,2012,344,2,2,3,2,,2,,,,,1,3,71,40,12,0,0,0,0,0,0,0,0,0,0,,43,,18,1,5,1,2,2732.61,2468.67,0,0,846.56,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
1077170001,10771700,182.24209,58,1,,,1077170002,,,,,,,2,1,2,,1979,600,2,2,3,2,,2,,,,,1,3,23,40,12,0,0,0,0,0,0,0,0,0,0,,85,,22,35,13,1,2,37587.53,28602.65,0,0,11644.63,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
1077170002,10771700,182.24209,55,2,,,1077170001,,,,,,,2,1,2,,1982,600,3,2,3,2,,2,,,,,1,3,24,40,12,0,0,0,0,0,0,0,0,0,0,,84,,22,32,13,1,1,27600,21523.59,0,0,8376.33,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
1077190001,10771900,578.13729,58,1,,,1077190002,,,,,,,2,1,2,,1979,400,4,2,3,2,,2,,,,,1,3,24,40,12,0,0,0,0,0,0,0,0,0,0,,84,,23,35,13,1,2,27207.29,21070.93,0,0,8479.43,0,0,0,0,0,0,3600,0,0,0,0,0,10,1,1
1077190002,10771900,578.13729,58,2,,,1077190001,,,,,,,2,1,2,,1979,700,,2,3,2,,2,,,,,1,3,33,40,12,0,0,0,0,0,0,0,0,0,0,,84,,23,35,13,1,2,49777.89,37830.88,0,0,15421.2,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
1077190003,10771900,578.13729,23,2,1077190001,1077190002,,,,,,,,1,3,2,,2013,600,,2,3,2,,2,,,,,3,2,24,40,0,0,12,0,0,0,0,0,0,0,0,,69,,22,0,1,,,0,0,0,0,0,0,10950.42,10500,0,0,0,0,0,0,0,0,0,10,1,1
1077210001,10772100,225.25618,60,1,,,1077210002,,,,,,,2,1,2,,1972,300,,2,3,2,,2,,,,,1,3,93,40,12,0,0,0,0,0,0,0,0,0,0,,47,,21,36,13,1,2,23361.64,19200,0,0,5950.36,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
1077210002,10772100,225.25618,57,2,,,1077210001,,,,,,,2,1,2,,1974,300,4,1,2,1,2,2,,1,2,,8,3,52,,0,0,0,0,0,0,12,0,0,0,0,,,,19,25,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2791.92,0,10,1,1
1077230001,10772300,948.81467,50,1,,,,,,,,,,5,3,2,,1991,700,3,2,3,2,,2,,,,,1,3,13,40,12,0,0,0,0,0,0,0,0,0,0,,47,,23,26,8,1,1,34655.63,26400,0,0,10869.25,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
1077250001,10772500,199.47771,51,1,,1077250003,,,,,,,,5,3,2,,,400,,1,2,2,,2,,1,2,,5,3,21,,0,0,0,0,12,0,0,0,0,0,0,,,,21,19,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
1077250002,10772500,199.47771,46,1,,1077250003,,,,,,,,1,3,2,,1988,300,3,1,2,2,,2,,1,2,,5,3,93,,0,0,0,0,12,0,0,0,0,0,0,,,,20,20,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
1077250003,10772500,199.47771,78,2,,,,,,,,,,5,3,2,,1960,400,,2,3,2,,2,,,,,1,3,22,30,12,0,0,0,0,0,0,0,0,0,0,,86,,19,42,15,1,2,13427.66,10936.16,0,0,4159.93,0,0,0,0,0,0,13037.88,0,0,0,0,0,10,1,1
1077270001,10772700,240.76773,79,2,,,1077270002,,,,,,,2,1,2,,1945,100,4,1,2,2,,2,,1,,,7,3,73,,0,0,0,0,0,12,0,0,0,0,0,,,,18,30,,1,2,0,0,0,0,0,0,0,0,0,0,0,7288,0,0,0,0,0,10,1,1
1077270002,10772700,240.76773,80,1,,,1077270001,,,,,,,2,1,2,,1954,400,,1,1,2,,2,,1,,,7,3,31,,0,0,0,0,0,12,0,0,0,0,0,,,,20,35,,1,1,0,0,0,0,0,0,0,0,0,0,0,17544,0,0,0,0,0,10,1,1
1077290001,10772900,224.42153,52,1,,,1077290002,,,,,,,2,1,2,,1980,300,2,2,3,2,,2,,,,,1,3,72,40,12,0,0,0,0,0,0,0,0,0,0,,84,,20,30,13,1,2,33085.1,25243.97,0,0,10249.78,0,0,0,0,0,0,0,0,1156.34,927.02,0,0,10,1,1
1077290002,10772900,224.42153,54,2,,,1077290001,,,,,,,2,1,2,,1980,400,,2,3,2,,2,,,,,1,3,33,40,12,0,0,0,0,0,0,0,0,0,0,,14,,19,33,15,1,2,21580.55,16892.3,0,0,6685.65,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
1077340001,10773400,739.20799,52,1,,,,,,,,,,5,3,2,,1981,300,2,2,3,2,,2,,,,,1,3,72,40,12,0,0,0,0,0,0,0,0,0,0,,25,,18,33,13,1,2,21794.19,19200,0,0,4399.8,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
1077380001,10773800,118.16708,72,1,,,1077380002,,,,,,,2,1,2,,1967,700,3,2,3,2,,2,,,,,2,3,26,24,0,12,0,0,0,0,0,0,0,0,0,,58,7,18,53,13,2,2,10517.61,8812.02,0,0,3258.39,0,0,0,0,0,0,17850.72,0,0,0,0,0,10,1,1
1077380002,10773800,118.16708,76,2,,,1077380001,,,,,,,2,1,2,,1960,300,3,1,3,2,,2,,1,,,7,3,12,,0,0,0,0,0,12,0,0,0,0,0,,,,17,35,,1,1,0,0,0,0,0,0,0,0,0,0,0,8404.92,0,0,0,0,0,10,1,1
1077390001,10773900,515.79013,54,1,,,,,,,,,,2,1,2,,1980,400,2,2,3,2,,2,,,,,1,3,24,40,12,0,0,0,0,0,0,0,0,0,0,20,46,,18,34,11,1,2,16011.77,12842.27,0,0,4974.54,0,0,0,0,0,0,0,0,143.11,122.24,0,0,10,1,1
1077390003,10773900,515.79013,29,1,1077390001,,,,,,,,,1,3,2,,2005,344,,2,3,2,,2,,,,,1,3,75,40,12,0,0,0,0,0,0,0,0,0,0,,31,,22,6,13,1,2,24766.75,19256.26,0,0,7636.55,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
1077390004,10773900,515.79013,27,2,1077390001,,,,,,,,,1,3,2,,2011,600,,2,3,2,,2,,1,1,1,5,3,52,,11,0,0,0,0,0,0,0,0,1,0,,,,23,2,,1,2,12000,10024.07,0,0,3190.68,0,0,0,0,2560.42,2560.42,0,0,0,0,0,0,10,1,1
1077440001,10774400,228.17335,75,2,,,,,,,,,,4,3,2,,1960,300,4,1,3,2,,2,,1,,,7,3,52,,0,0,0,0,0,12,0,0,0,0,0,,,,17,45,,1,2,0,0,0,0,0,0,0,0,0,0,0,10857.48,840,0,0,0,0,10,1,1
1077440002,10774400,228.17335,39,2,,1077440001,,,,,,,,5,3,2,,,600,2,2,3,2,,2,,1,2,,10,3,24,,0,0,0,0,0,0,0,0,0,12,0,,,,18,10,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1
1077460001,10774600,603.07775,75,2,,,,,,,,,,4,3,2,,,200,4,1,3,2,,1,1,1,,,7,3,81,,0,0,0,0,0,12,0,0,0,0,0,,,,18,23,,1,2,0,0,0,0,0,0,0,0,0,0,0,8199.48,840,0,0,0,0,10,1,1
1077470001,10774700,340.38911,75,2,,,1077470002,,,,,,,2,1,2,,1959,400,3,2,3,2,,2,,1,,,7,3,12,,0,0,0,0,0,12,0,0,0,0,0,,,,30,31,,1,1,0,0,0,0,0,0,0,0,0,0,0,11060.04,0,0,0,0,0,10,1,1
1077470002,10774700,340.38911,77,1,,,1077470001,,,,,,,2,1,2,,,600,,2,3,2,,2,,1,,,7,3,31,,0,0,0,0,0,12,0,0,0,0,0,,,,18,,,1,1,0,0,0,0,0,0,0,0,0,0,0,4203.12,0,0,0,0,0,10,1,1
1077470003,10774700,340.38911,40,2,1077470002,1077470001,,,,,,,,4,3,2,,1992,400,2,2,3,2,,2,,,,,1,3,22,40,12,0,0,0,0,0,0,0,0,0,0,,86,,20,20,13,1,2,25361.89,20188.32,0,0,7857.1,0,0,0,0,0,0,0,5937.24,0,0,0,0,10,1,1
1077470004,10774700,340.38911,19,1,,1077470003,,,,,,,,1,3,1,34,2012,200,,1,3,2,,2,,2,2,,6,,,,0,0,0,0,0,0,0,12,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,5937.24,0,0,0,0,10,1,1
1077470005,10774700,340.38911,11,2,,1077470003,,,40,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1
1077480001,10774800,234.89865,76,2,,,,,,,,,,4,3,2,,1958,400,4,1,2,2,,2,,1,,,7,3,31,,0,0,0,0,0,12,0,0,0,0,0,,,,20,38,,1,1,0,0,0,0,0,0,0,0,0,0,0,8421.24,840,0,0,0,0,10,1,1
1077480002,10774800,234.89865,52,1,,1077480001,,,,,,,,1,3,2,,1982,400,,1,2,2,,2,,,,,2,3,74,22,0,12,0,0,0,0,0,0,0,0,0,,95,2,23,25,11,1,2,19417.46,15830.68,0,0,6015.53,0,0,0,0,0,0,0,0,786.29,634.3,9659.88,0,10,1,1
1077490001,10774900,291.74084,76,2,,,1077490002,,,,,,,2,1,2,,1957,300,3,1,2,2,,2,,1,,,7,3,96,,0,0,0,0,0,12,0,0,0,0,0,,,,17,30,,1,2,0,0,0,0,0,0,0,0,0,0,0,7723.32,0,0,0,0,0,10,1,1
1077490002,10774900,291.74084,72,1,,,1077490001,,,,,,,2,1,2,,1960,300,3,2,3,2,,2,,1,,,7,3,71,,0,0,0,0,0,12,0,0,0,0,0,,,,18,36,,1,2,0,0,0,0,0,0,0,0,0,0,0,10835.28,0,0,0,0,0,10,1,1
1077500001,10775000,598.42536,76,2,,,,,,,,,,5,3,2,,1956,400,4,1,2,2,,2,,1,,,7,3,54,,0,0,0,0,0,12,0,0,0,0,0,,,,20,30,,1,1,0,0,0,0,0,0,0,0,0,0,0,7809.12,0,0,0,0,0,10,1,1
1077510001,10775100,233.10195,77,2,,,,,,,,,,4,3,2,,1955,300,4,1,2,2,,2,,1,,,7,3,24,,0,0,0,0,0,12,0,0,0,0,0,,,,17,36,,1,2,0,0,0,0,0,0,0,0,0,0,0,9083.88,1013.52,0,0,0,0,10,1,1
1077510002,10775100,233.10195,52,1,,1077510001,,,,,,,,1,3,2,,1980,400,3,1,3,2,,2,,1,1,1,5,3,83,,6,0,0,0,6,0,0,0,0,0,0,,,,17,16,,1,2,0,0,0,0,0,0,6848.31,5221.84,0,2720.24,2720.24,0,0,0,0,0,0,10,1,1
1077520001,10775200,296.92405,77,2,,,,,,,,,,4,3,2,,1955,300,3,1,2,2,,2,,1,,,7,3,75,,0,0,0,0,0,12,0,0,0,0,0,,,,20,40,,1,2,0,0,0,0,0,0,0,0,0,0,0,10902.84,840,0,0,0,0,10,1,1
1077540001,10775400,589.34473,78,2,,,,,,,,,,4,3,2,,1958,400,5,1,1,2,,2,,1,,,7,3,31,,0,0,0,0,0,12,0,0,0,0,0,,,,15,40,,1,2,0,0,0,0,0,0,1490,0,0,0,0,9754.56,840,0,0,0,0,10,1,1
1077550001,10775500,589.34473,78,2,,,,,,,,,,4,3,2,,,200,4,1,3,1,2,1,1,1,,,7,3,75,,0,0,0,0,0,12,0,0,0,0,0,,,,17,37,,1,2,0,0,0,0,0,0,0,0,0,0,0,9935.88,910,0,0,0,0,10,1,1
1077560001,10775600,589.34473,78,2,,,,,,,,,,5,3,2,,1955,400,4,1,3,2,,2,,1,,,7,3,11,,0,0,0,0,0,12,0,0,0,0,0,,,,23,46,,1,1,0,0,0,0,0,0,0,0,0,0,0,10920.6,0,0,0,0,0,10,1,1
1077580001,10775800,584.91408,79,2,,,,,,,,,,4,3,2,,1967,600,3,1,3,2,,2,,1,,,7,3,23,,0,0,0,0,0,12,0,0,0,0,0,,,,20,,,1,2,0,0,0,0,0,0,0,0,0,0,0,10644.96,840,0,0,0,0,10,1,1
1077590001,10775900,193.51832,80,2,,,,,,,,,,4,3,2,,,700,4,1,3,1,2,2,,1,,,7,3,23,,0,0,0,0,0,12,0,0,0,0,0,,,,24,33,,1,2,0,0,0,0,0,0,0,0,0,0,0,8846.88,0,0,0,0,0,10,1,1
1077600001,10776000,165.12921,52,2,,,,,,,,,,5,3,2,,1985,600,2,2,3,2,,2,,,,,1,3,21,40,12,0,0,0,0,0,0,0,0,0,0,,18,,22,25,13,1,2,42000,39159,0,0,31486.37,0,89578.97,68078.86,0,0,0,0,0,0,0,0,0,10,1,1
